-37.815170	144.974762
-37.815239	144.952560
-37.812389	144.971207
-37.816792	144.969177
-37.818081	144.956924
-37.811268	144.957916
-37.809082	144.968933
-37.815460	144.962662
-37.812851	144.955032
-37.816357	144.962311
-37.818069	144.957214
-37.818203	144.954361
-37.814224	144.971970
-37.815975	144.955902
-37.815495	144.956711
-37.818520	144.957138
-37.817303	144.962341
-37.818161	144.959930
-37.813381	144.959610
-37.812084	144.968002
-37.818493	144.957703
-37.812122	144.970703
-37.811626	144.964920
-37.814262	144.972107
-37.815548	144.966690
-37.818165	144.964828
-37.817383	144.959213
-37.814896	144.971664
-37.811127	144.962112
-37.818657	144.956619
-37.817261	144.962509
-37.812843	144.968246
-37.811977	144.962387
-37.812721	144.960159
-37.813461	144.973221
-37.810997	144.967102
-37.814987	144.960907
-37.820911	144.955154
-37.820122	144.957550
-37.812901	144.959885
-37.811680	144.962784
-37.819576	144.959854
-37.817070	144.961823
-37.818218	144.960709
-37.809883	144.963287
-37.815197	144.962967
-37.812798	144.954681
-37.811928	144.956421
-37.816010	144.972061
-37.814430	144.954651
-37.810383	144.971222
-37.816467	144.958328
-37.815777	144.970505
-37.812576	144.965317
-37.816071	144.957260
-37.814400	144.966324
-37.813965	144.957306
-37.816158	144.960709
-37.817780	144.955963
-37.818020	144.964600
-37.812859	144.968430
-37.811626	144.965057
-37.816120	144.964417
-37.813446	144.966034
-37.815487	144.966827
-37.814766	144.969284
-37.812088	144.970840
-37.816208	144.966629
-37.819469	144.960068
-37.810219	144.961807
-37.809540	144.964096
-37.812653	144.956619
-37.811253	144.964157
-37.813541	144.971420
-37.809971	144.970779
-37.809265	144.971710
-37.812710	144.959976
-37.816528	144.961960
-37.815388	144.968811
-37.817509	144.959244
-37.814259	144.963364
-37.809040	144.971832
-37.820744	144.955490
-37.817482	144.959442
-37.812935	144.952072
-37.812344	144.954132
-37.811535	144.972610
-37.813572	144.973404
-37.815792	144.958298
-37.818474	144.956802
-37.814396	144.963531
-37.815891	144.958862
-37.815193	144.974411
-37.815372	144.973083
-37.818150	144.960815
-37.816299	144.959015
-37.814903	144.954910
-37.816208	144.961639
-37.812378	144.956406
-37.816822	144.963211
-37.815308	144.969482
-37.809357	144.970734
-37.811314	144.972961
-37.810642	144.970535
-37.810909	144.962692
-37.810066	144.963287
-37.811398	144.972672
-37.816891	144.961960
-37.813545	144.971710
-37.814266	144.971680
-37.815990	144.961029
-37.814484	144.963501
-37.813168	144.965469
-37.819221	144.958481
-37.815857	144.954819
-37.816216	144.970932
-37.810268	144.969864
-37.819099	144.954224
-37.811024	144.959229
-37.812149	144.961960
-37.816498	144.965088
-37.815296	144.958374
-37.816311	144.964355
-37.817387	144.961227
-37.813175	144.952911
